Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary,ap_American Indian or Alaska Native Count,ap_Asian Count,ap_Black or African American Count,ap_Hispanic or Latino Count,ap_White Count,ap_Native Hawaiian or Other Pacific Islander Count,ap_Two Or More Races Count,ap_Male Count,ap_Female Count,ap_Total Student Count
180,ADAMS-ARAPAHOE 28J,317,1890,7559,22482,7408,247,1826,0.8225,14,0.6971,40009,0.559,0.583,0.606,0.513,0.624,0.545,22.94931034,3,1,4,45,10,55,52,24,76,144,51,195,"1,395",430,"1,825",49,8,57,30,4,34,"2,246",2236.3,48704.42,1,68,136,204,214,3,41,298,369,667
180,ADAMS-ARAPAHOE 28J,317,1890,7559,22482,7408,247,1826,0.8225,14,0.6971,40009,0.559,0.583,0.606,0.513,0.624,0.545,22.94931034,3,1,4,45,10,55,52,24,76,144,51,195,"1,395",430,"1,825",49,8,57,30,4,34,"2,246",2236.3,48704.42,1,68,136,204,214,3,41,298,369,667
190,BYERS 32J,33,22,96,268,1677,3,43,0.2171,14,0.1353,2099,0.892,0.892,0.786,0.957,0.786,0.957,29.88285714,0,0,0,0,0,0,0,0,0,0,0,0,64,17,81,0,0,0,0,0,0,81,71.6,41179.04,0,0,0,5,29,0,0,10,24,34
190,BYERS 32J,33,22,96,268,1677,3,43,0.2171,14,0.1353,2099,0.892,0.892,0.786,0.957,0.786,0.957,29.88285714,0,0,0,0,0,0,0,0,0,0,0,0,64,17,81,0,0,0,0,0,0,81,71.6,41179.04,0,0,0,5,29,0,0,10,24,34
220,ARCHULETA COUNTY 50 JT,28,17,6,432,823,2,18,0.3793,14,0.5241,1326,0.863,0.874,0.897,0.839,0.897,0.857,15.74666667,0,0,0,0,0,0,0,0,0,6,1,7,55,25,80,0,0,0,0,0,0,87,84.6,43048.25,0,0,0,0,0,0,0,0,0,0
220,ARCHULETA COUNTY 50 JT,28,17,6,432,823,2,18,0.3793,14,0.5241,1326,0.863,0.874,0.897,0.839,0.897,0.857,15.74666667,0,0,0,0,0,0,0,0,0,6,1,7,55,25,80,0,0,0,0,0,0,87,84.6,43048.25,0,0,0,0,0,0,0,0,0,0
230,WALSH RE-1,3,0,1,32,119,0,1,0.2372,14,0.5373,134,0.938,0.938,0.833,1,0.833,1,9.49,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,15,16.5,32130.26,0,0,0,5,70,0,0,49,26,75
230,WALSH RE-1,3,0,1,32,119,0,1,0.2372,14,0.5373,134,0.938,0.938,0.833,1,0.833,1,9.49,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,15,16.5,32130.26,0,0,0,5,70,0,0,49,26,75
240,PRITCHETT RE-3,1,0,0,5,31,0,0,0.1622,14,0.5278,36,1,1,0,1,0,1,2.99,0,0,0,0,0,0,0,0,0,0,1,1,5,3,8,0,0,0,0,0,0,9,12.8,18103.61,0,0,0,0,3,0,0,3,0,3
240,PRITCHETT RE-3,1,0,0,5,31,0,0,0.1622,14,0.5278,36,1,1,0,1,0,1,2.99,0,0,0,0,0,0,0,0,0,0,1,1,5,3,8,0,0,0,0,0,0,9,12.8,18103.61,0,0,0,0,3,0,0,3,0,3
250,SPRINGFIELD RE-4,2,0,3,48,233,0,13,0.2207,14,0.6756,262,0.917,0.917,0.9,0.929,0.9,0.929,8.71,0,0,0,0,0,0,0,0,0,1,1,2,19,5,24,0,0,0,1,0,1,27,34.1,28648.32,0,0,0,0,0,0,0,0,0,0
250,SPRINGFIELD RE-4,2,0,3,48,233,0,13,0.2207,14,0.6756,262,0.917,0.917,0.9,0.929,0.9,0.929,8.71,0,0,0,0,0,0,0,0,0,1,1,2,19,5,24,0,0,0,1,0,1,27,34.1,28648.32,0,0,0,0,0,0,0,0,0,0
260,VILAS RE-5,0,0,8,18,78,0,0,0.25,14,0.75,96,0.192,0.269,0.25,0.143,0.333,0.214,10.17,0,0,0,0,0,0,0,0,0,2,0,2,9,1,10,0,0,0,0,0,0,12,10.6,34014.76,0,0,0,0,1,0,0,0,1,1
260,VILAS RE-5,0,0,8,18,78,0,0,0.25,14,0.75,96,0.192,0.269,0.25,0.143,0.333,0.214,10.17,0,0,0,0,0,0,0,0,0,2,0,2,9,1,10,0,0,0,0,0,0,12,10.6,34014.76,0,0,0,0,1,0,0,0,1,1
270,CAMPO RE-6,0,0,0,0,41,0,3,0.0682,14,0.7805,41,1,1,0,1,0,1,4.56,0,0,0,0,0,0,0,0,0,1,0,1,8,2,10,0,0,0,0,0,0,11,9.8,30984,0,0,0,0,0,0,0,0,0,0
270,CAMPO RE-6,0,0,0,0,41,0,3,0.0682,14,0.7805,41,1,1,0,1,0,1,4.56,0,0,0,0,0,0,0,0,0,1,0,1,8,2,10,0,0,0,0,0,0,11,9.8,30984,0,0,0,0,0,0,0,0,0,0
290,LAS ANIMAS RE-1,2,2,1,224,264,0,8,0.4731,14,0.7905,463,0.875,0.958,0.9,0.857,1,0.929,15.0025,0,0,0,0,0,0,0,0,0,5,2,7,23,7,30,0,0,0,0,0,0,37,34.2,36384.08,0,0,0,0,0,0,0,0,0,0
290,LAS ANIMAS RE-1,2,2,1,224,264,0,8,0.4731,14,0.7905,463,0.875,0.958,0.9,0.857,1,0.929,15.0025,0,0,0,0,0,0,0,0,0,5,2,7,23,7,30,0,0,0,0,0,0,37,34.2,36384.08,0,0,0,0,0,0,0,0,0,0
310,MC CLAVE RE-2,0,0,1,0,275,0,3,0.0143,14,0.6148,257,1,1,1,1,1,1,12.54,1,0,1,0,0,0,0,0,0,0,0,0,20,4,24,0,0,0,0,0,0,25,22.3,37244.56,0,0,0,0,0,0,0,0,0,0
310,MC CLAVE RE-2,0,0,1,0,275,0,3,0.0143,14,0.6148,257,1,1,1,1,1,1,12.54,1,0,1,0,0,0,0,0,0,0,0,0,20,4,24,0,0,0,0,0,0,25,22.3,37244.56,0,0,0,0,0,0,0,0,0,0
470,ST VRAIN VALLEY RE 1J,147,999,295,9062,19981,55,537,0.357,14,0.3006,29692,0.83,0.848,0.884,0.779,0.896,0.803,19.08686275,7,1,8,12,5,17,1,3,4,74,19,93,"1,268",359,"1,627",1,0,1,0,0,0,"1,750",1694.3,48975.75,8,61,9,178,1114,4,25,672,727,1399
470,ST VRAIN VALLEY RE 1J,147,999,295,9062,19981,55,537,0.357,14,0.3006,29692,0.83,0.848,0.884,0.779,0.896,0.803,19.08686275,7,1,8,12,5,17,1,3,4,74,19,93,"1,268",359,"1,627",1,0,1,0,0,0,"1,750",1694.3,48975.75,8,61,9,178,1114,4,25,672,727,1399
480,BOULDER VALLEY RE 2,120,1780,288,5556,21538,37,1589,0.3032,14,0.1974,30032,0.918,0.939,0.938,0.899,0.95,0.928,19.19578947,2,1,3,19,5,24,4,7,11,112,32,144,"1,208",423,"1,631",2,0,2,15,7,22,"1,837",1676.6,65410.92,10,434,32,477,4719,2,315,2780,3209,5989
480,BOULDER VALLEY RE 2,120,1780,288,5556,21538,37,1589,0.3032,14,0.1974,30032,0.918,0.939,0.938,0.899,0.95,0.928,19.19578947,2,1,3,19,5,24,4,7,11,112,32,144,"1,208",423,"1,631",2,0,2,15,7,22,"1,837",1676.6,65410.92,10,434,32,477,4719,2,315,2780,3209,5989
490,BUENA VISTA R-31,10,7,8,96,800,1,28,0.1579,14,0.4184,889,0.807,0.807,0.88,0.75,0.88,0.75,12.6,0,0,0,0,0,0,0,0,0,2,1,3,43,23,66,0,0,0,0,0,0,69,64.1,41978.63,0,0,0,0,2,0,0,1,1,2
490,BUENA VISTA R-31,10,7,8,96,800,1,28,0.1579,14,0.4184,889,0.807,0.807,0.88,0.75,0.88,0.75,12.6,0,0,0,0,0,0,0,0,0,2,1,3,43,23,66,0,0,0,0,0,0,69,64.1,41978.63,0,0,0,0,2,0,0,1,1,2
500,SALIDA R-32,5,11,7,171,964,1,35,0.1926,14,0.3561,1126,0.88,0.893,0.844,0.907,0.844,0.93,27.155,0,0,0,0,0,0,0,0,0,1,3,4,48,24,72,0,0,0,0,0,0,76,73.7,42338.38,0,7,0,2,111,0,3,26,97,123
500,SALIDA R-32,5,11,7,171,964,1,35,0.1926,14,0.3561,1126,0.88,0.893,0.844,0.907,0.844,0.93,27.155,0,0,0,0,0,0,0,0,0,1,3,4,48,24,72,0,0,0,0,0,0,76,73.7,42338.38,0,7,0,2,111,0,3,26,97,123
510,KIT CARSON R-1,0,1,0,18,89,0,0,0.1759,14,0.3981,108,0.833,0.833,0.75,1,0.75,1,6.025,0,0,0,0,0,0,0,0,0,1,0,1,10,5,15,0,0,0,0,0,0,16,17.9,30627.63,0,0,0,0,0,0,0,0,0,0
510,KIT CARSON R-1,0,1,0,18,89,0,0,0.1759,14,0.3981,108,0.833,0.833,0.75,1,0.75,1,6.025,0,0,0,0,0,0,0,0,0,1,0,1,10,5,15,0,0,0,0,0,0,16,17.9,30627.63,0,0,0,0,0,0,0,0,0,0
520,CHEYENNE COUNTY RE-5,0,0,1,34,147,0,0,0.1923,14,0.4477,172,0.833,0.833,0.833,0.833,0.833,0.833,10.07,0,0,0,0,0,0,0,0,0,0,1,1,12,5,17,0,0,0,0,0,0,18,18,35727.35,0,0,0,0,0,0,0,0,0,0
520,CHEYENNE COUNTY RE-5,0,0,1,34,147,0,0,0.1923,14,0.4477,172,0.833,0.833,0.833,0.833,0.833,0.833,10.07,0,0,0,0,0,0,0,0,0,0,1,1,12,5,17,0,0,0,0,0,0,18,18,35727.35,0,0,0,0,0,0,0,0,0,0
540,CLEAR CREEK RE-1,14,8,2,78,756,0,32,0.1506,14,0.253,822,0.808,0.808,0.958,0.679,0.958,0.679,15.864,0,0,0,0,0,0,0,0,0,2,0,2,45,17,62,0,0,0,0,0,0,64,61,39694.95,0,0,0,1,16,0,0,9,8,17
540,CLEAR CREEK RE-1,14,8,2,78,756,0,32,0.1506,14,0.253,822,0.808,0.808,0.958,0.679,0.958,0.679,15.864,0,0,0,0,0,0,0,0,0,2,0,2,45,17,62,0,0,0,0,0,0,64,61,39694.95,0,0,0,1,16,0,0,9,8,17
550,NORTH CONEJOS RE-1J,5,0,6,549,401,0,3,0.584,14,0.6618,964,0.852,0.852,0.824,0.872,0.824,0.872,14.99,0,0,0,0,0,0,0,0,0,14,6,20,35,18,53,0,0,0,0,0,0,73,71.1,40068.78,0,0,0,0,0,0,0,0,0,0
550,NORTH CONEJOS RE-1J,5,0,6,549,401,0,3,0.584,14,0.6618,964,0.852,0.852,0.824,0.872,0.824,0.872,14.99,0,0,0,0,0,0,0,0,0,14,6,20,35,18,53,0,0,0,0,0,0,73,71.1,40068.78,0,0,0,0,0,0,0,0,0,0
560,SANFORD 6J,2,0,0,126,261,0,2,0.3325,14,0.5604,364,0.947,0.947,0.909,1,0.909,1,14.72,0,0,0,0,0,0,0,0,0,1,1,2,15,8,23,0,0,0,0,2,2,27,26.5,39415.53,0,0,0,3,12,0,0,10,5,15
560,SANFORD 6J,2,0,0,126,261,0,2,0.3325,14,0.5604,364,0.947,0.947,0.909,1,0.909,1,14.72,0,0,0,0,0,0,0,0,0,1,1,2,15,8,23,0,0,0,0,2,2,27,26.5,39415.53,0,0,0,3,12,0,0,10,5,15
580,SOUTH CONEJOS RE-10,4,0,1,182,30,0,1,0.8624,14,0.8028,218,1,1,1,1,1,1,9.82,0,0,0,0,0,0,0,0,0,13,6,19,1,2,3,0,0,0,0,0,0,22,22.1,36720.14,0,0,0,0,0,0,0,0,0,0
580,SOUTH CONEJOS RE-10,4,0,1,182,30,0,1,0.8624,14,0.8028,218,1,1,1,1,1,1,9.82,0,0,0,0,0,0,0,0,0,13,6,19,1,2,3,0,0,0,0,0,0,22,22.1,36720.14,0,0,0,0,0,0,0,0,0,0
640,CENTENNIAL R-1,0,0,5,198,18,0,0,0.9186,14,0.8829,205,1,1,1,1,1,1,10.63,0,0,0,0,0,0,0,0,0,9,3,12,7,2,9,0,0,0,0,0,0,21,20.8,31233.31,0,0,0,0,0,0,0,0,0,0
640,CENTENNIAL R-1,0,0,5,198,18,0,0,0.9186,14,0.8829,205,1,1,1,1,1,1,10.63,0,0,0,0,0,0,0,0,0,9,3,12,7,2,9,0,0,0,0,0,0,21,20.8,31233.31,0,0,0,0,0,0,0,0,0,0
740,SIERRA GRANDE R-30,0,1,1,195,48,1,8,0.811,14,0.815,254,0.9,0.967,0.875,0.909,1,0.955,11.75,0,0,0,0,1,1,0,0,0,7,6,13,6,2,8,0,0,0,0,0,0,22,21.6,39734.76,0,0,0,0,0,0,0,0,0,0
740,SIERRA GRANDE R-30,0,1,1,195,48,1,8,0.811,14,0.815,254,0.9,0.967,0.875,0.909,1,0.955,11.75,0,0,0,0,1,1,0,0,0,7,6,13,6,2,8,0,0,0,0,0,0,22,21.6,39734.76,0,0,0,0,0,0,0,0,0,0
770,CROWLEY COUNTY RE-1-J,6,0,2,162,256,0,11,0.4142,14,0.7048,437,0.714,0.821,0.733,0.692,0.933,0.692,14.18333333,0,0,0,2,0,2,0,0,0,0,0,0,20,7,27,0,0,0,0,1,1,30,30.8,34362.14,0,0,0,0,0,0,0,0,0,0
770,CROWLEY COUNTY RE-1-J,6,0,2,162,256,0,11,0.4142,14,0.7048,437,0.714,0.821,0.733,0.692,0.933,0.692,14.18333333,0,0,0,2,0,2,0,0,0,0,0,0,20,7,27,0,0,0,0,1,1,30,30.8,34362.14,0,0,0,0,0,0,0,0,0,0
860,CUSTER COUNTY SCHOOL DISTRICT C-1,5,3,2,9,365,0,13,0.0806,14,0.4877,365,0.854,0.854,0.778,0.913,0.778,0.913,12.52,0,0,0,0,0,0,0,0,0,0,0,0,23,8,31,0,0,0,1,0,1,32,31.3,35549.09,0,0,0,0,11,0,0,2,9,11
860,CUSTER COUNTY SCHOOL DISTRICT C-1,5,3,2,9,365,0,13,0.0806,14,0.4877,365,0.854,0.854,0.778,0.913,0.778,0.913,12.52,0,0,0,0,0,0,0,0,0,0,0,0,23,8,31,0,0,0,1,0,1,32,31.3,35549.09,0,0,0,0,11,0,0,2,9,11
870,DELTA COUNTY 50(J),39,77,38,1056,3766,4,95,0.2579,14,0.5245,4787,0.816,0.839,0.848,0.784,0.868,0.809,23.00625,1,1,2,0,1,1,0,0,0,7,6,13,191,87,278,0,0,0,0,0,0,294,283.4,37019.11,5,8,5,93,377,0,2,244,246,490
870,DELTA COUNTY 50(J),39,77,38,1056,3766,4,95,0.2579,14,0.5245,4787,0.816,0.839,0.848,0.784,0.868,0.809,23.00625,1,1,2,0,1,1,0,0,0,7,6,13,191,87,278,0,0,0,0,0,0,294,283.4,37019.11,5,8,5,93,377,0,2,244,246,490
880,DENVER COUNTY 1,578,2928,12235,50467,19593,201,2837,0.7795,14,0.7033,83891,0.628,0.67,0.688,0.572,0.715,0.628,15.68031915,17,6,23,62,23,85,155,77,232,714,236,950,"3,191","1,050","4,241",3,2,5,135,40,175,"5,711",5849.9,43508.2,58,413,925,3445,3495,17,340,3909,4784,8693
880,DENVER COUNTY 1,578,2928,12235,50467,19593,201,2837,0.7795,14,0.7033,83891,0.628,0.67,0.688,0.572,0.715,0.628,15.68031915,17,6,23,62,23,85,155,77,232,714,236,950,"3,191","1,050","4,241",3,2,5,135,40,175,"5,711",5849.9,43508.2,58,413,925,3445,3495,17,340,3909,4784,8693
890,DOLORES COUNTY RE NO.2,4,0,0,6,256,0,3,0.0483,14,0.512,250,0.821,0.821,0.882,0.727,0.882,0.727,10.76666667,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25,0,0,0,0,0,0,25,24.8,34505.1,0,0,0,0,0,0,0,0,0,0
890,DOLORES COUNTY RE NO.2,4,0,0,6,256,0,3,0.0483,14,0.512,250,0.821,0.821,0.882,0.727,0.882,0.727,10.76666667,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25,0,0,0,0,0,0,25,24.8,34505.1,0,0,0,0,0,0,0,0,0,0
900,DOUGLAS COUNTY RE 1,325,2776,904,9487,50259,100,2851,0.2465,14,0.1128,64960,0.889,0.904,0.908,0.871,0.917,0.892,22.43047059,6,1,7,24,4,28,4,6,10,93,28,121,"2,590",695,"3,285",0,2,2,26,7,33,"3,486",3388,50165,37,665,78,732,6706,7,366,3750,4841,8591
900,DOUGLAS COUNTY RE 1,325,2776,904,9487,50259,100,2851,0.2465,14,0.1128,64960,0.889,0.904,0.908,0.871,0.917,0.892,22.43047059,6,1,7,24,4,28,4,6,10,93,28,121,"2,590",695,"3,285",0,2,2,26,7,33,"3,486",3388,50165,37,665,78,732,6706,7,366,3750,4841,8591
910,EAGLE COUNTY RE 50,42,61,38,3455,3010,4,103,0.5516,14,0.4144,6464,0.816,0.816,0.843,0.786,0.843,0.786,15.65111111,0,0,0,3,1,4,0,0,0,20,3,23,337,85,422,1,0,1,5,0,5,455,433.3,46339.15,2,17,5,323,560,1,13,410,511,921
910,EAGLE COUNTY RE 50,42,61,38,3455,3010,4,103,0.5516,14,0.4144,6464,0.816,0.816,0.843,0.786,0.843,0.786,15.65111111,0,0,0,3,1,4,0,0,0,20,3,23,337,85,422,1,0,1,5,0,5,455,433.3,46339.15,2,17,5,323,560,1,13,410,511,921
920,ELIZABETH C-1,15,12,9,243,2188,2,76,0.1403,14,0.1791,2429,0.918,0.927,0.932,0.906,0.942,0.915,44.6125,0,0,0,0,1,1,0,0,0,1,1,2,117,40,157,0,0,0,0,0,0,160,150.2,37312.62,0,0,0,7,133,0,6,60,86,146
920,ELIZABETH C-1,15,12,9,243,2188,2,76,0.1403,14,0.1791,2429,0.918,0.927,0.932,0.906,0.942,0.915,44.6125,0,0,0,0,1,1,0,0,0,1,1,2,117,40,157,0,0,0,0,0,0,160,150.2,37312.62,0,0,0,7,133,0,6,60,86,146
930,KIOWA C-2,0,0,2,35,243,2,5,0.1533,14,0.332,259,0.889,0.889,0.933,0.857,0.933,0.857,10.35333333,0,0,0,0,0,0,0,0,0,0,0,0,22,6,28,0,0,0,0,0,0,28,27.2,33894.25,0,0,0,0,15,0,0,8,7,15
930,KIOWA C-2,0,0,2,35,243,2,5,0.1533,14,0.332,259,0.889,0.889,0.933,0.857,0.933,0.857,10.35333333,0,0,0,0,0,0,0,0,0,0,0,0,22,6,28,0,0,0,0,0,0,28,27.2,33894.25,0,0,0,0,15,0,0,8,7,15
940,BIG SANDY 100J,2,0,1,27,254,2,9,0.139,14,0.4515,268,0.905,0.905,0.929,0.857,0.929,0.857,11.01333333,0,0,0,0,0,0,0,0,0,1,0,1,18,10,28,0,0,0,0,0,0,29,26.5,36255.2,0,0,0,0,0,0,0,0,0,0
940,BIG SANDY 100J,2,0,1,27,254,2,9,0.139,14,0.4515,268,0.905,0.905,0.929,0.857,0.929,0.857,11.01333333,0,0,0,0,0,0,0,0,0,1,0,1,18,10,28,0,0,0,0,0,0,29,26.5,36255.2,0,0,0,0,0,0,0,0,0,0
950,ELBERT 200,0,3,0,8,204,0,6,0.0769,14,0.3019,212,1,1,1,1,1,1,11.425,0,0,0,0,0,0,0,1,1,0,0,0,15,4,19,0,0,0,0,0,0,20,19.3,34241.26,0,0,0,0,0,0,0,0,0,0
950,ELBERT 200,0,3,0,8,204,0,6,0.0769,14,0.3019,212,1,1,1,1,1,1,11.425,0,0,0,0,0,0,0,1,1,0,0,0,15,4,19,0,0,0,0,0,0,20,19.3,34241.26,0,0,0,0,0,0,0,0,0,0
960,AGATE 300,0,0,0,2,8,0,0,0.2,14,0.5,10,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,2.2,35690.28,0,0,0,0,0,0,0,0,0,0
960,AGATE 300,0,0,0,2,8,0,0,0.2,14,0.5,10,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,2.2,35690.28,0,0,0,0,0,0,0,0,0,0
970,CALHAN RJ-1,0,1,4,36,414,0,8,0.1058,14,0.4475,438,0.833,0.833,0.857,0.81,0.857,0.81,14.93333333,0,0,0,1,0,1,0,0,0,1,0,1,23,8,31,0,0,0,0,0,0,33,31.4,36077.07,0,0,0,2,14,0,0,5,11,16
970,CALHAN RJ-1,0,1,4,36,414,0,8,0.1058,14,0.4475,438,0.833,0.833,0.857,0.81,0.857,0.81,14.93333333,0,0,0,1,0,1,0,0,0,1,0,1,23,8,31,0,0,0,0,0,0,33,31.4,36077.07,0,0,0,2,14,0,0,5,11,16
980,HARRISON 2,128,271,1848,5294,3057,120,723,0.7328,14,0.7196,11441,0.776,0.789,0.812,0.74,0.821,0.758,16.635,2,1,3,8,2,10,24,4,28,29,6,35,452,143,595,1,0,1,15,5,20,692,679.4,41654.45,0,0,0,0,0,0,0,0,0,0
980,HARRISON 2,128,271,1848,5294,3057,120,723,0.7328,14,0.7196,11441,0.776,0.789,0.812,0.74,0.821,0.758,16.635,2,1,3,8,2,10,24,4,28,29,6,35,452,143,595,1,0,1,15,5,20,692,679.4,41654.45,0,0,0,0,0,0,0,0,0,0
990,WIDEFIELD 3,62,127,870,2468,4764,134,858,0.4868,14,0.4497,8839,0.811,0.831,0.865,0.76,0.88,0.783,17.2475,2,0,2,2,2,4,12,4,16,27,6,33,362,98,460,3,0,3,14,0,14,532,522.4,43995.76,15,41,100,213,511,5,79,403,561,964
990,WIDEFIELD 3,62,127,870,2468,4764,134,858,0.4868,14,0.4497,8839,0.811,0.831,0.865,0.76,0.88,0.783,17.2475,2,0,2,2,2,4,12,4,16,27,6,33,362,98,460,3,0,3,14,0,14,532,522.4,43995.76,15,41,100,213,511,5,79,403,561,964
1000,FOUNTAIN 8,82,110,1018,2125,3907,132,746,0.5188,14,0.4572,7758,0.823,0.833,0.855,0.795,0.866,0.805,15.575,3,1,4,9,1,10,16,11,27,25,10,35,350,93,443,0,0,0,0,0,0,519,505.4,46941.89,1,14,53,129,242,5,60,227,277,504
1000,FOUNTAIN 8,82,110,1018,2125,3907,132,746,0.5188,14,0.4572,7758,0.823,0.833,0.855,0.795,0.866,0.805,15.575,3,1,4,9,1,10,16,11,27,25,10,35,350,93,443,0,0,0,0,0,0,519,505.4,46941.89,1,14,53,129,242,5,60,227,277,504
1010,COLORADO SPRINGS 11,239,505,2089,8615,14660,103,2121,0.4826,14,0.595,27676,0.682,0.709,0.743,0.62,0.764,0.654,16.00473684,5,2,7,19,6,25,37,24,61,91,31,122,"1,153",363,"1,516",4,1,5,17,6,23,"1,759",1727.8,45315.15,2,24,6,103,456,1,54,302,344,646
1010,COLORADO SPRINGS 11,239,505,2089,8615,14660,103,2121,0.4826,14,0.595,27676,0.682,0.709,0.743,0.62,0.764,0.654,16.00473684,5,2,7,19,6,25,37,24,61,91,31,122,"1,153",363,"1,516",4,1,5,17,6,23,"1,759",1727.8,45315.15,2,24,6,103,456,1,54,302,344,646
1020,CHEYENNE MOUNTAIN 12,18,203,157,741,3755,8,266,0.2706,14,0.1455,5009,0.959,0.964,0.968,0.949,0.968,0.961,15.71272727,2,0,2,0,0,0,1,0,1,8,4,12,253,81,334,0,0,0,3,0,3,352,349.7,43094.1,0,48,3,47,565,1,22,328,358,686
1020,CHEYENNE MOUNTAIN 12,18,203,157,741,3755,8,266,0.2706,14,0.1455,5009,0.959,0.964,0.968,0.949,0.968,0.961,15.71272727,2,0,2,0,0,0,1,0,1,8,4,12,253,81,334,0,0,0,3,0,3,352,349.7,43094.1,0,48,3,47,565,1,22,328,358,686
1030,MANITOU SPRINGS 14,18,11,16,132,1240,2,39,0.1495,14,0.2681,1421,0.895,0.91,0.957,0.825,0.971,0.841,14.2025,0,0,0,0,0,0,1,0,1,2,0,2,57,42,99,0,0,0,0,0,0,102,98.8,41745.7,0,0,0,0,0,0,0,0,0,0
1030,MANITOU SPRINGS 14,18,11,16,132,1240,2,39,0.1495,14,0.2681,1421,0.895,0.91,0.957,0.825,0.971,0.841,14.2025,0,0,0,0,0,0,1,0,1,2,0,2,57,42,99,0,0,0,0,0,0,102,98.8,41745.7,0,0,0,0,0,0,0,0,0,0
1040,ACADEMY 20,103,933,734,3093,18207,76,1432,0.2592,14,0.1275,24245,0.898,0.913,0.917,0.88,0.928,0.898,16.01857143,6,0,6,14,1,15,11,3,14,70,19,89,"1,109",329,"1,438",1,0,1,19,1,20,"1,583",1500.6,46251.35,19,249,89,303,2805,11,172,1724,1924,3648
1040,ACADEMY 20,103,933,734,3093,18207,76,1432,0.2592,14,0.1275,24245,0.898,0.913,0.917,0.88,0.928,0.898,16.01857143,6,0,6,14,1,15,11,3,14,70,19,89,"1,109",329,"1,438",1,0,1,19,1,20,"1,583",1500.6,46251.35,19,249,89,303,2805,11,172,1724,1924,3648
1050,ELLICOTT 22,4,2,36,283,689,2,56,0.3573,14,0.6875,992,0.804,0.848,0.864,0.75,0.909,0.792,14.64666667,0,0,0,0,1,1,0,1,1,1,3,4,45,16,61,0,0,0,0,1,1,68,72.9,34728.68,0,0,0,0,0,0,0,0,0,0
1050,ELLICOTT 22,4,2,36,283,689,2,56,0.3573,14,0.6875,992,0.804,0.848,0.864,0.75,0.909,0.792,14.64666667,0,0,0,0,1,1,0,1,1,1,3,4,45,16,61,0,0,0,0,1,1,68,72.9,34728.68,0,0,0,0,0,0,0,0,0,0
1060,PEYTON 23 JT,9,8,11,77,498,1,18,0.1994,14,0.3078,601,0.962,0.962,0.962,0.963,0.962,0.963,12.23666667,0,0,0,0,0,0,0,0,0,1,1,2,32,9,41,0,0,0,0,0,0,43,46.5,34760.67,0,0,0,0,0,0,0,0,0,0
1060,PEYTON 23 JT,9,8,11,77,498,1,18,0.1994,14,0.3078,601,0.962,0.962,0.962,0.963,0.962,0.963,12.23666667,0,0,0,0,0,0,0,0,0,1,1,2,32,9,41,0,0,0,0,0,0,43,46.5,34760.67,0,0,0,0,0,0,0,0,0,0
1070,HANOVER 28,2,0,7,71,172,0,8,0.3385,14,0.7595,237,0.857,0.857,0.9,0.75,0.9,0.75,13.9,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,16,17,36929.41,0,0,0,0,0,0,0,0,0,0
1070,HANOVER 28,2,0,7,71,172,0,8,0.3385,14,0.7595,237,0.857,0.857,0.9,0.75,0.9,0.75,13.9,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,16,17,36929.41,0,0,0,0,0,0,0,0,0,0
1080,LEWIS-PALMER 38,41,158,63,618,5055,6,266,0.1856,14,0.0875,5979,0.96,0.962,0.961,0.958,0.961,0.962,17.09444444,2,1,3,0,0,0,0,0,0,8,3,11,273,71,344,0,0,0,11,2,13,371,348.5,44255.38,4,26,7,86,1125,0,67,645,670,1315
1080,LEWIS-PALMER 38,41,158,63,618,5055,6,266,0.1856,14,0.0875,5979,0.96,0.962,0.961,0.958,0.961,0.962,17.09444444,2,1,3,0,0,0,0,0,0,8,3,11,273,71,344,0,0,0,11,2,13,371,348.5,44255.38,4,26,7,86,1125,0,67,645,670,1315
